,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
8067,서울특별시 강남구 수서동,736,736,0,신동아,전세,49.96,202507,10,54000,0,14,1992,광평로47길 17,202507~202707,신규,-,,,아파트
8068,서울특별시 강남구 논현동,128-6,128,6,N168,월세,25.8226,202507,10,2000,143,8,2021,학동로 168,202508~202708,신규,-,,,아파트
8069,서울특별시 강남구 삼성동,17,17,0,삼성동롯데아파트,월세,59.4,202507,10,3000,215,14,2000,학동로 432,202507~202707,신규,-,,,아파트
8070,서울특별시 강남구 삼성동,142-28,142,28,삼성동디뷰더센트럴,월세,29.5275,202507,10,1500,295,9,2023,선릉로92길 40,202507~202707,신규,-,,,아파트
8071,서울특별시 강남구 논현동,108-2,108,2,제이빌,전세,52.54,202507,10,39800,0,2,2004,학동로43길 30,202507~202707,갱신,사용,39000,0,아파트
8072,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),월세,49.98,202507,10,10000,200,8,1977,압구정로 321,202507~202707,신규,-,,,아파트
8073,서울특별시 강남구 수서동,746,746,0,까치마을,전세,39.6,202507,10,34500,0,14,1993,광평로19길 10,202508~202708,갱신,-,33000,0,아파트
8074,서울특별시 강남구 역삼동,653-4,653,4,원에디션강남,월세,33.8229,202507,10,1000,430,15,2024,언주로 563,202507~202607,신규,-,,,아파트
8075,서울특별시 강남구 역삼동,900,900,0,시티프라디움더강남101동,전세,59.99,202507,10,88500,0,14,2021,언주로 557,202507~202607,갱신,사용,95000,0,아파트
8076,서울특별시 강남구 역삼동,735-15,735,15,이스턴오피스텔,월세,14.78,202507,10,3000,70,14,2014,테헤란로14길 13,202507~202607,신규,-,,,아파트
8077,서울특별시 강남구 역삼동,828-28,828,28,EGSoulLeader,월세,19.37,202507,10,19780,5,2,2012,테헤란로14길 34,202508~202708,신규,-,,,아파트
8078,서울특별시 강남구 역삼동,757,757,0,역삼래미안,전세,59.4,202507,10,86100,0,5,2005,선릉로69길 19,202508~202708,갱신,사용,82000,0,아파트
8079,서울특별시 강남구 역삼동,757,757,0,역삼래미안,전세,59.4,202507,10,84000,0,20,2005,선릉로69길 19,202509~202704,갱신,사용,80000,0,아파트
8080,서울특별시 강남구 역삼동,720-25,720,25,대우디오빌,월세,30.03,202507,10,1000,115,11,2002,언주로 427,202507~202907,신규,-,,,아파트
8081,서울특별시 강남구 역삼동,653-4,653,4,원에디션강남,월세,33.8229,202507,10,1000,430,15,2024,언주로 563,202507~202607,신규,-,,,아파트
8082,서울특별시 강남구 자곡동,621,621,0,강남에버시움,월세,36.08,202507,10,1800,25,7,2013,자곡로3길 22,202505~202707,갱신,-,100,35,아파트
8083,서울특별시 강남구 삼성동,04-06,4,6,삼성동한솔아파트,전세,58.57,202507,10,75000,0,8,1998,학동로64길 7,202508~202708,신규,-,,,아파트
8084,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.592,202507,10,30296,30,20,2022,영동대로 16,202510~202710,갱신,-,28854,28,아파트
8085,서울특별시 강남구 도곡동,952,952,0,대우디오빌,전세,31.81,202507,10,26000,0,6,2004,강남대로 256,202507~202707,신규,-,,,아파트
8086,서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,월세,33.1,202507,10,1000,120,12,1999,언주로30길 10,202507~202707,갱신,-,1000,110,아파트
8087,서울특별시 강남구 도곡동,952,952,0,대우디오빌,월세,23.34,202507,10,4500,63,10,2004,강남대로 256,202508~202708,신규,-,,,아파트
8088,서울특별시 강남구 세곡동,533,533,0,세곡푸르지오,월세,59.89,202507,10,40000,70,5,2012,자곡로 21,202509~202709,갱신,-,40000,60,아파트
8089,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,월세,59.8732,202507,10,10000,440,19,2019,삼성로 11,202509~202709,신규,-,,,아파트
8090,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,전세,59.92,202507,10,108000,0,19,2020,개포로 264,202509~202708,신규,-,,,아파트
8091,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,전세,59.967,202507,10,130000,0,11,2019,선릉로 8,202509~202709,갱신,사용,130000,0,아파트
8092,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,39.53,202507,10,31500,0,12,1992,개포로109길 9,-,-,-,,,아파트
8093,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,39.53,202507,10,36750,0,12,1992,개포로109길 9,202507~202707,갱신,사용,35000,0,아파트
8094,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,10,29400,0,8,1992,개포로109길 9,202508~202708,갱신,사용,28000,0,아파트
8095,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202507,10,5000,145,8,1992,개포로109길 9,202508~202708,신규,-,,,아파트
8096,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,10,29760,0,4,1992,개포로109길 9,202508~202708,신규,-,,,아파트
8097,서울특별시 강남구 대치동,974,974,0,대치현대,월세,59.82,202507,9,40000,96,1,1999,삼성로64길 5,202508~202708,갱신,사용,40000,85,아파트
8098,서울특별시 강남구 논현동,22,22,0,신동아(22),월세,35.73,202507,9,1500,145,4,1997,강남대로146길 28,202508~202708,신규,-,,,아파트
8099,서울특별시 강남구 역삼동,735-15,735,15,이스턴오피스텔,월세,14.78,202507,9,1000,77,11,2014,테헤란로14길 13,202507~202607,신규,-,,,아파트
8100,서울특별시 강남구 역삼동,831-29,831,29,에레프,월세,14.31,202507,9,1000,81,8,2013,역삼로3길 17-4,202507~202607,신규,-,,,아파트
8101,서울특별시 강남구 역삼동,757,757,0,역삼래미안,월세,59.4,202507,9,5000,310,1,2005,선릉로69길 19,202509~202709,신규,-,,,아파트
8102,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,전세,49.4013,202507,9,93000,0,5,2019,삼성로 11,202507~202612,갱신,-,90000,0,아파트
8103,서울특별시 강남구 논현동,202-7,202,7,리스트강남,월세,14.35,202507,9,6612,47,12,2022,봉은사로 125,202509~202709,신규,-,,,아파트
8104,서울특별시 강남구 논현동,22,22,0,신동아(22),월세,35.73,202507,9,1500,145,4,1997,강남대로146길 28,202508~202708,신규,-,,,아파트
8105,서울특별시 강남구 삼성동,17,17,0,삼성동롯데아파트,전세,59.4,202507,9,80000,0,11,2000,학동로 432,202506~202706,신규,-,,,아파트
8106,서울특별시 강남구 삼성동,142-3,142,3,LG선릉에클라트(B),월세,36.35,202507,9,1000,110,11,2004,테헤란로63길 12,202507~202607,신규,-,,,아파트
8107,서울특별시 강남구 개포동,1284,1284,0,개포자이프레지던스,월세,59.8363,202507,9,20000,400,13,2023,삼성로 14,202508~202708,신규,-,,,아파트
8108,서울특별시 강남구 도곡동,953-1,953,1,SK허브프리모,월세,33.8,202507,9,3000,120,7,2006,강남대로 240,202508~202608,신규,-,,,아파트
8109,서울특별시 강남구 도곡동,527,527,0,도곡렉슬,전세,59.9818,202507,9,100000,0,6,2006,선릉로 221,202509~202709,신규,-,,,아파트
8110,서울특별시 강남구 도곡동,952,952,0,대우디오빌,월세,31.81,202507,9,23000,10,13,2004,강남대로 256,202508~202708,신규,-,,,아파트
8111,서울특별시 강남구 도곡동,948-5,948,5,삼경하이빌2,전세,43.17,202507,9,20000,0,2,2000,강남대로48길 15,202509~202709,신규,-,,,아파트
8112,서울특별시 강남구 세곡동,508,508,0,강남신동아파밀리에1단지,전세,59.88,202507,9,60000,0,9,2011,헌릉로590길 100,202508~202708,갱신,-,55000,0,아파트
8113,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,월세,49.909,202507,9,20000,180,10,2019,선릉로 8,202507~202707,신규,-,,,아파트
8114,서울특별시 강남구 일원동,711,711,0,수서,전세,39.98,202507,9,43000,0,5,1992,양재대로55길 12,202509~202709,신규,-,,,아파트
8115,서울특별시 강남구 일원동,711,711,0,수서,전세,39.98,202507,9,43000,0,5,1992,양재대로55길 12,202508~202708,신규,-,,,아파트
8116,서울특별시 강남구 역삼동,706-20,706,20,한화진넥스빌,전세,34.82,202507,9,27000,0,22,2001,언주로86길 11,202508~202708,신규,-,,,아파트
8117,서울특별시 강남구 대치동,952-2,952,2,대치동더블유타워,월세,28.74,202507,8,1000,110,2,2013,역삼로 555,202508~202607,신규,-,,,아파트
8118,서울특별시 강남구 수서동,736,736,0,신동아,전세,33.18,202507,8,23500,0,1,1992,광평로47길 17,202508~202708,신규,-,,,아파트
8119,서울특별시 강남구 수서동,746,746,0,까치마을,전세,34.44,202507,8,26200,0,4,1993,광평로19길 10,202508~202701,갱신,사용,26200,0,아파트
8120,서울특별시 강남구 수서동,746,746,0,까치마을,월세,39.6,202507,8,2000,135,12,1993,광평로19길 10,202507~202707,신규,-,,,아파트
8121,서울특별시 강남구 수서동,708,708,0,삼익,월세,49.2,202507,8,20000,120,2,1992,광평로51길 27,202509~202709,신규,-,,,아파트
8122,서울특별시 강남구 대치동,891-26,891,26,대우아이빌멤버스(891-26),전세,35.236,202507,8,28700,0,8,2003,삼성로85길 42,202508~202708,갱신,-,28000,0,아파트
8123,서울특별시 강남구 대치동,891-6,891,6,테헤란로대우아이빌(891-6),월세,33.11,202507,8,1000,100,3,2004,테헤란로 428,202507~202607,신규,-,,,아파트
8124,서울특별시 강남구 대치동,891-28,891,28,대치동우정에쉐르1,전세,59.96,202507,8,52500,0,9,2004,삼성로85길 38,202509~202709,신규,-,,,아파트
8125,서울특별시 강남구 일원동,711,711,0,수서,전세,52.29,202507,8,41500,0,10,1992,양재대로55길 12,202507~202707,신규,-,,,아파트
8126,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,전세,49.909,202507,8,90000,0,7,2019,선릉로 8,202508~202708,신규,-,,,아파트
8127,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,전세,59.7479,202507,8,120000,0,15,2019,삼성로 11,202509~202709,신규,-,,,아파트
8128,서울특별시 강남구 개포동,1281,1281,0,디에이치아너힐즈,월세,49.4013,202507,8,24950,35,6,2019,삼성로 11,202507~202709,신규,-,,,아파트
8129,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,월세,49.92,202507,8,20000,300,10,2020,개포로 264,202508~202602,신규,-,,,아파트
8130,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,8,21355,0,14,1992,개포로109길 9,202508~202708,갱신,사용,20339,0,아파트
8131,서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,전세,59.606,202507,8,110000,0,16,2005,선릉로69길 20,202508~202708,신규,-,,,아파트
8132,서울특별시 강남구 역삼동,828-28,828,28,EGSoulLeader,월세,14.69,202507,8,1000,73,6,2012,테헤란로14길 34,202507~202607,신규,-,,,아파트
8133,서울특별시 강남구 역삼동,653-4,653,4,원에디션강남,전세,37.2355,202507,8,80000,0,10,2024,언주로 563,202507~202707,신규,-,,,아파트
8134,서울특별시 강남구 역삼동,713-11,713,11,역삼I'PARK,월세,28.246,202507,8,3000,155,9,2006,역삼로 307,202508~202708,신규,-,,,아파트
8135,서울특별시 강남구 논현동,22,22,0,신동아(22),월세,35.73,202507,8,2000,145,10,1997,강남대로146길 28,202507~202707,신규,-,,,아파트
8136,서울특별시 강남구 논현동,22,22,0,신동아(22),월세,35.73,202507,8,2000,145,10,1997,강남대로146길 28,202507~202707,신규,-,,,아파트
8137,서울특별시 강남구 논현동,106,106,0,펜트힐캐스케이드,월세,43.01,202507,8,30000,89,13,2023,언주로 720,202510~202710,갱신,사용,30000,80,아파트
8138,서울특별시 강남구 논현동,Jun-42,42,6,인본,월세,48.28,202507,8,2000,150,2,2014,학동로17길 13,202508~202708,신규,-,,,아파트
8139,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,전세,59.92,202507,7,100000,0,12,2020,개포로 264,202507~202707,갱신,-,85000,0,아파트
8140,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,7,34500,0,2,1992,개포로109길 9,202508~202708,신규,-,,,아파트
8141,서울특별시 강남구 역삼동,681-26,681,26,역삼동하나빌,월세,50.89,202507,7,2000,200,14,2002,봉은사로 312,202510~202610,갱신,사용,2000,195,아파트
8142,서울특별시 강남구 역삼동,706-11,706,11,우림루미아트1,월세,24,202507,7,1000,70,5,2003,언주로90길 6,202507~202607,신규,-,,,아파트
8143,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,7,27500,0,11,1992,개포로109길 9,202507~202707,신규,-,,,아파트
8144,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202507,7,30000,45,5,1992,개포로109길 9,202509~202709,신규,-,,,아파트
8145,서울특별시 강남구 수서동,736,736,0,신동아,전세,33.18,202507,7,33000,0,7,1992,광평로47길 17,-,-,-,,,아파트
8146,서울특별시 강남구 삼성동,2,2,0,서광아파트,전세,59.67,202507,7,70000,0,8,1998,선릉로130길 19,202507~202707,갱신,-,44000,80,아파트
8147,서울특별시 강남구 도곡동,467-19,467,19,현대비젼21,전세,35.48,202507,7,37000,0,12,1999,언주로30길 10,202508~202708,신규,-,,,아파트
8148,서울특별시 강남구 도곡동,948-4,948,4,삼경하이빌1,전세,59.66,202507,7,30000,0,4,2000,도곡로2길 46,202509~202709,갱신,-,30000,0,아파트
8149,서울특별시 강남구 일원동,688,688,0,상록스타힐스,월세,59.921,202507,7,18748,100,11,2022,영동대로 16,202508~202708,갱신,-,29760,68,아파트
8150,서울특별시 강남구 수서동,736,736,0,신동아,전세,33.18,202507,7,33000,0,7,1992,광평로47길 17,202508~202708,신규,-,,,아파트
8151,서울특별시 강남구 역삼동,755-4,755,4,e-편한세상,전세,59.606,202507,7,78700,0,12,2005,선릉로69길 20,202507~202612,갱신,-,75000,0,아파트
8152,서울특별시 강남구 역삼동,706-11,706,11,우림루미아트1,월세,24,202507,7,1000,70,5,2003,언주로90길 6,202507~202607,신규,-,,,아파트
8153,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,39.53,202507,7,30000,40,13,1992,개포로109길 9,202507~202707,신규,-,,,아파트
8154,서울특별시 강남구 청담동,134-38,134,38,청담자이,월세,49.618,202507,7,20000,380,10,2011,영동대로138길 12,202508~202708,신규,-,,,아파트
8155,서울특별시 강남구 세곡동,579,579,0,강남엘에이치1단지,전세,59.99,202507,7,65000,0,11,2013,헌릉로571길 20,202508~202708,신규,-,,,아파트
8156,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),전세,49.98,202507,7,44100,0,2,1977,압구정로 321,202509~202709,갱신,-,42000,0,아파트
8157,서울특별시 강남구 대치동,1014-3,1014,3,대치삼성,전세,59.88,202507,7,77700,0,3,2000,도곡로78길 22,202508~202708,갱신,사용,74000,0,아파트
8158,서울특별시 강남구 수서동,736,736,0,신동아,월세,39.53,202507,6,5000,135,8,1992,광평로47길 17,202508~202708,신규,-,,,아파트
8159,서울특별시 강남구 수서동,795,795,0,강남데시앙포레,전세,59.97,202507,6,73000,0,14,2014,광평로34길 55,202509~202709,신규,-,,,아파트
8160,서울특별시 강남구 수서동,736,736,0,신동아,전세,39.51,202507,6,40000,0,7,1992,광평로47길 17,202509~202710,신규,-,,,아파트
8161,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,월세,59.96,202507,6,20000,320,26,2020,개포로 264,202508~202609,신규,-,,,아파트
8162,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,39.53,202507,6,38000,0,1,1992,개포로109길 9,202509~202709,신규,-,,,아파트
8163,서울특별시 강남구 수서동,736,736,0,신동아,전세,39.53,202507,6,33000,0,1,1992,광평로47길 17,202508~202708,신규,-,,,아파트
8164,서울특별시 강남구 수서동,736,736,0,신동아,월세,39.53,202507,6,5000,135,8,1992,광평로47길 17,202508~202708,신규,-,,,아파트
8165,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,51.12,202507,6,56000,0,13,1992,개포로109길 21,202508~202708,갱신,-,45000,0,아파트
8166,서울특별시 강남구 개포동,187,187,0,개포주공5단지,전세,53.98,202507,6,36000,0,8,1983,삼성로4길 17,202509~202709,갱신,-,36000,0,아파트
8167,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,월세,59.96,202507,6,20000,380,26,2020,개포로 264,202609~202708,신규,-,,,아파트
8168,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,39.53,202507,5,31500,0,4,1992,개포로109길 9,202507~202707,갱신,사용,30000,0,아파트
8169,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,39.53,202507,5,44000,0,15,1992,개포로109길 21,202509~202709,신규,-,,,아파트
8170,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,33.18,202507,5,14100,70,10,1992,개포로109길 9,-,-,-,,,아파트
8171,서울특별시 강남구 압구정동,490,490,0,한양1차(영동한양),전세,49.98,202507,5,40900,0,11,1977,압구정로 321,202509~202709,신규,-,,,아파트
8172,서울특별시 강남구 대치동,1032,1032,0,대치푸르지오써밋,월세,51.7377,202507,5,50000,130,3,2023,삼성로72길 12,202509~202709,갱신,사용,50000,115,아파트
8173,서울특별시 강남구 세곡동,579,579,0,강남엘에이치1단지,전세,59.99,202507,5,65000,0,11,2013,헌릉로571길 20,202508~202708,신규,-,,,아파트
8174,서울특별시 강남구 자곡동,619,619,0,강남자곡 힐스테이트,전세,51.96,202507,5,49350,0,7,2015,자곡로3길 21,202508~202708,갱신,사용,47000,0,아파트
8175,서울특별시 강남구 대치동,1032,1032,0,대치푸르지오써밋,전세,59.9845,202507,5,110000,0,4,2023,삼성로72길 12,202509~202709,갱신,사용,105000,0,아파트
8176,서울특별시 강남구 대치동,1032,1032,0,대치푸르지오써밋,전세,59.9845,202507,5,110000,0,4,2023,삼성로72길 12,-,-,-,,,아파트
8177,서울특별시 강남구 논현동,278-4,278,4,선정릉역모아엘가퍼스트홈,월세,20.06,202507,5,9595,46,11,2023,봉은사로 333,202507~202707,신규,-,,,아파트
8178,서울특별시 강남구 역삼동,826-29,826,29,역삼동우정에쉐르1,전세,47.24,202507,5,55000,0,9,2004,테헤란로4길 32,202507~202707,신규,-,,,아파트
8179,서울특별시 강남구 역삼동,757,757,0,역삼래미안,월세,59.4,202507,5,40000,200,7,2005,선릉로69길 19,202508~202708,신규,-,,,아파트
8180,서울특별시 강남구 역삼동,712-5,712,5,역삼센트럴2차아이파크,월세,23.928,202507,5,5000,160,4,2022,역삼로 307-1,202509~202709,갱신,사용,5000,160,아파트
8181,서울특별시 강남구 개포동,185,185,0,개포주공7단지,전세,53.46,202507,5,31000,0,13,1983,개포로 516,202508~202708,갱신,사용,29700,0,아파트
8182,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,33.18,202507,5,14100,70,10,1992,개포로109길 9,202508~202708,신규,-,,,아파트
8183,서울특별시 강남구 수서동,746,746,0,까치마을,전세,49.5,202507,5,42000,0,2,1993,광평로19길 10,202509~202609,신규,-,,,아파트
8184,서울특별시 강남구 개포동,185,185,0,개포주공6단지,월세,53.06,202507,5,15000,80,12,1983,개포로 516,-,-,-,,,아파트
8185,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,39.53,202507,5,44000,0,15,1992,개포로109길 21,-,-,-,,,아파트
8186,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,전세,39.53,202507,5,31500,0,5,1992,개포로109길 21,202507~202707,갱신,사용,30000,0,아파트
8187,서울특별시 강남구 일원동,711,711,0,수서,전세,39.98,202507,5,36700,0,3,1992,양재대로55길 12,202508~202708,갱신,사용,35000,0,아파트
8188,서울특별시 강남구 일원동,711,711,0,수서,전세,39.98,202507,5,30000,0,2,1992,양재대로55길 12,202508~202708,갱신,-,29000,0,아파트
8189,서울특별시 강남구 개포동,1282,1282,0,개포래미안포레스트,전세,59.92,202507,5,90000,0,15,2020,개포로 264,202510~202710,갱신,사용,90000,0,아파트
8190,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,월세,60,202507,5,30000,160,5,1992,개포로109길 21,202508~202708,신규,-,,,아파트
8191,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,5,24150,0,1,1992,개포로109길 9,202508~202708,갱신,사용,23000,0,아파트
8192,서울특별시 강남구 개포동,12,12,0,삼익대청아파트,월세,51.12,202507,5,15000,165,8,1992,개포로109길 21,202509~202708,신규,-,,,아파트
8193,서울특별시 강남구 개포동,185,185,0,개포주공6단지,월세,53.06,202507,5,5000,120,7,1983,개포로 516,202507~202707,신규,-,,,아파트
8194,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,전세,59.888,202507,5,116000,0,3,2019,선릉로 8,202510~202710,신규,-,,,아파트
8195,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,33.18,202507,5,30000,6,14,1992,개포로109길 9,202508~202708,갱신,사용,30000,0,아파트
8196,서울특별시 강남구 수서동,746,746,0,까치마을,전세,34.44,202507,5,28000,0,2,1993,광평로19길 10,202507~202707,신규,-,,,아파트
8197,서울특별시 강남구 수서동,746,746,0,까치마을,전세,39.6,202507,5,35000,0,7,1993,광평로19길 10,202508~202708,신규,-,,,아파트
8198,서울특별시 강남구 도곡동,952,952,0,대우디오빌,월세,25.89,202507,5,4000,76,14,2004,강남대로 256,202507~202707,갱신,-,2000,80,아파트
8199,서울특별시 강남구 도곡동,161,161,0,삼성,월세,54.81,202507,5,10000,210,2,1994,남부순환로379길 14,202508~202707,신규,-,,,아파트
8200,서울특별시 강남구 도곡동,161,161,0,삼성,월세,54.81,202507,5,45000,40,3,1994,남부순환로379길 14,202509~202609,신규,-,,,아파트
8201,서울특별시 강남구 도곡동,464,464,0,한신(개포),전세,59.48,202507,5,47250,0,8,1985,언주로 123,202508~202708,갱신,사용,45000,0,아파트
8202,서울특별시 강남구 수서동,736,736,0,신동아,전세,39.53,202507,5,29500,0,14,1992,광평로47길 17,202507~202707,갱신,사용,29500,0,아파트
8203,서울특별시 강남구 수서동,736,736,0,신동아,전세,33.18,202507,5,27300,0,5,1992,광평로47길 17,202507~202707,갱신,사용,26000,0,아파트
8204,서울특별시 강남구 수서동,746,746,0,까치마을,월세,39.6,202507,5,10000,107,7,1993,광평로19길 10,202508~202708,갱신,사용,10000,100,아파트
8205,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,월세,33.18,202507,5,3000,130,10,1992,개포로109길 9,202508~202708,신규,-,,,아파트
8206,서울특별시 강남구 수서동,746,746,0,까치마을,전세,49.5,202507,5,42000,0,2,1993,광평로19길 10,202509~202609,신규,-,,,아파트
8207,서울특별시 강남구 삼성동,16-2,16,2,삼성동힐스테이트 1단지,월세,31.402,202507,5,10000,185,6,2008,학동로68길 29,202507~202707,신규,-,,,아파트
8208,서울특별시 강남구 삼성동,50,50,0,현대힐스테이트2단지,월세,40.586,202507,5,20000,200,18,2008,삼성로111길 8,202508~202708,신규,-,,,아파트
8209,서울특별시 강남구 삼성동,2,2,0,서광아파트,월세,59.67,202507,5,20000,210,18,1998,선릉로130길 19,202508~202708,갱신,-,7000,225,아파트
8210,서울특별시 강남구 삼성동,17,17,0,삼성동롯데아파트,전세,59.4,202507,5,72000,0,1,2000,학동로 432,202506~202706,신규,-,,,아파트
8211,서울특별시 강남구 개포동,185,185,0,개포주공6단지,월세,53.06,202507,5,15000,80,12,1983,개포로 516,202509~202709,신규,-,,,아파트
8212,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,5,32000,0,10,1992,개포로109길 9,202509~202709,신규,-,,,아파트
8213,서울특별시 강남구 삼성동,14-1,14,1,삼성동중앙하이츠빌리지,전세,59.92,202507,5,87000,0,16,2004,학동로68길 30,202507~202707,갱신,사용,83000,0,아파트
8214,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,4,33000,0,9,1992,개포로109길 9,202509~202709,신규,-,,,아파트
8215,서울특별시 강남구 청담동,127-31,127,31,청담현대3차아파트,전세,59.95,202507,4,67200,0,9,1999,도산대로101길 29,202508~202708,갱신,사용,64000,0,아파트
8216,서울특별시 강남구 논현동,278-4,278,4,선정릉역모아엘가퍼스트홈,월세,14.16,202507,4,6700,33,3,2023,봉은사로 333,202507~202707,신규,-,,,아파트
8217,서울특별시 강남구 논현동,196,196,0,거평프리젠,월세,39.035,202507,4,10000,75,4,1996,강남대로112길 41,202508~202607,신규,-,,,아파트
8218,서울특별시 강남구 논현동,211-21,211,21,펜트힐루논현,전세,43.392,202507,4,65000,0,9,2021,언주로 641,202507~202707,신규,-,,,아파트
8219,서울특별시 강남구 삼성동,188,188,0,삼성동센트럴아이파크,월세,59.96,202507,4,20000,400,2,2018,삼성로 629,202508~202708,신규,-,,,아파트
8220,서울특별시 강남구 수서동,746,746,0,까치마을,월세,49.5,202507,4,20000,90,10,1993,광평로19길 10,202507~202607,갱신,사용,20000,80,아파트
8221,서울특별시 강남구 수서동,746,746,0,까치마을,전세,39.6,202507,4,29400,0,13,1993,광평로19길 10,202508~202708,갱신,-,29400,0,아파트
8222,서울특별시 강남구 삼성동,188,188,0,삼성동센트럴아이파크,월세,59.96,202507,4,20000,400,2,2018,삼성로 629,202508~202708,신규,-,,,아파트
8223,서울특별시 강남구 삼성동,188,188,0,삼성동센트럴아이파크,월세,59.96,202507,4,20000,460,21,2018,삼성로 629,202509~202709,신규,-,,,아파트
8224,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,4,33000,0,9,1992,개포로109길 9,202509~202709,신규,-,,,아파트
8225,서울특별시 강남구 개포동,12,12,0,성원대치2단지아파트,전세,33.18,202507,4,33000,0,9,1992,개포로109길 9,-,-,-,,,아파트
8226,서울특별시 강남구 개포동,1280,1280,0,래미안블레스티지,월세,59.888,202507,4,30000,360,7,2019,선릉로 8,202507~202707,신규,-,,,아파트
8227,서울특별시 강남구 도곡동,527,527,0,도곡렉슬,월세,59.9818,202507,4,50000,290,6,2006,선릉로 221,202509~202709,신규,-,,,아파트
8228,서울특별시 강남구 도곡동,527,527,0,도곡렉슬,월세,59.9772,202507,4,50000,230,20,2006,선릉로 221,202508~202708,신규,-,,,아파트
8229,서울특별시 강남구 역삼동,754-1,754,1,역삼푸르지오,월세,59.8848,202507,4,70000,55,15,2006,언주로 332,202508~202708,갱신,사용,70000,40,아파트
8230,서울특별시 강남구 역삼동,707-18,707,18,역삼우정에쉐르2,전세,47.83,202507,4,32000,0,4,2004,테헤란로48길 10,202507~202707,갱신,-,27780,0,아파트
8231,서울특별시 강남구 역삼동,761-10,761,10,대림역삼,월세,59.66,202507,4,20000,200,10,1997,언주로 316,202508~202708,갱신,-,10000,230,아파트
8232,서울특별시 강남구 자곡동,619,619,0,강남자곡 힐스테이트,월세,59.93,202507,4,5000,189,4,2015,자곡로3길 21,202508~202608,갱신,사용,5000,180,아파트
8233,서울특별시 강남구 대치동,952-2,952,2,대치동더블유타워,월세,33.78,202507,4,300,150,5,2013,역삼로 555,202507~202509,신규,-,,,아파트
8234,서울특별시 강남구 대치동,974,974,0,대치현대,월세,59.82,202507,4,8000,258,13,1999,삼성로64길 5,202508~202708,신규,-,,,아파트
8235,서울특별시 강남구 대치동,974,974,0,대치현대,월세,59.82,202507,4,58000,55,8,1999,삼성로64길 5,202509~202709,신규,-,,,아파트
8236,서울특별시 강남구 수서동,736,736,0,신동아,전세,49.96,202507,3,36750,0,12,1992,광평로47길 17,202508~202708,갱신,사용,35000,0,아파트
8237,서울특별시 강남구 수서동,736,736,0,신동아,전세,49.96,202507,3,40000,0,9,1992,광평로47길 17,202507~202707,갱신,-,36750,0,아파트
