NO,시군구,번지,본번,부번,단지명,전월세구분,전용면적(㎡),계약년월,계약일,보증금(만원),월세금(만원),층,건축년도,도로명,계약기간,계약구분,갱신요구권 사용,종전계약 보증금(만원),종전계약 월세(만원),주택유형
3742,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202510,11,20000,0,14,1987,중부대로271번길 27-9,202510~202710,신규,-,,,아파트
3743,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202510,11,52000,0,9,2014,광교호수공원로 45,202601~202801,신규,-,,,아파트
3744,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,전세,59.73,202510,11,22600,0,1,1997,영통로 232,202512~202712,신규,-,,,아파트
3745,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,전세,59.84,202510,11,25900,0,17,1997,영통로 232,202511~202711,신규,-,,,아파트
3746,경기도 수원시 영통구 영통동,1154,1154,0,영통라온프라이빗,전세,59.8334,202510,11,44500,0,18,2017,영통로200번길 111,202511~202711,신규,-,,,아파트
3747,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,전세,59.965,202510,11,26900,0,6,1997,매영로310번길 12,202510~202610,갱신,-,25700,0,아파트
3748,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202510,11,31000,0,13,1999,봉영로1517번길 27,202512~202712,신규,-,,,아파트
3749,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,전세,59.73,202510,11,22600,0,1,1997,영통로 232,-,-,-,,,아파트
3750,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,전세,59.965,202510,10,26250,0,12,1997,매영로310번길 12,202510~202710,갱신,사용,25000,0,아파트
3751,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,49.59,202510,10,3000,80,8,1997,영통로290번길 26,-,-,-,,,아파트
3752,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202510,10,10227,19,2,2018,창룡대로 250,202601~202712,갱신,-,7227,36,아파트
3753,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,44.89,202510,10,12875,22,4,2018,창룡대로 250,202512~202711,갱신,-,9275,43,아파트
3754,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202510,10,10227,19,6,2018,창룡대로 250,202510~202711,갱신,-,7227,36,아파트
3755,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,49.59,202510,10,3000,80,8,1997,영통로290번길 26,202512~202712,신규,-,,,아파트
3756,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202510,10,2650,29,9,2020,광교중앙로49번길 40,202601~202712,갱신,-,5250,22,아파트
3757,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9718,202510,10,44800,0,3,2014,광교호수공원로 45,202510~202710,갱신,사용,43000,0,아파트
3758,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202510,10,45600,0,9,2014,광교호수공원로 45,202602~202802,신규,-,,,아파트
3759,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202510,10,45600,0,9,2014,광교호수공원로 45,202602~202802,신규,-,,,아파트
3760,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9306,202510,10,39550,0,2,2014,광교호수공원로 45,-,-,-,,,아파트
3761,경기도 수원시 영통구 망포동,700,700,0,망포쌍용에듀파크,월세,59.9067,202510,10,20500,25,2,2004,태장로7번길 38,202510~202710,갱신,-,17500,0,아파트
3762,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,49.95,202510,9,20000,0,10,1999,매영로 132,202511~202711,신규,-,,,아파트
3763,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,49.95,202510,9,20000,0,10,1999,매영로 132,202511~202711,신규,-,,,아파트
3764,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,59.99,202510,9,3000,110,18,1997,영통로 498,202510~202710,신규,-,,,아파트
3765,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,월세,59.6129,202510,9,20000,110,7,2015,대학3로 55,-,-,-,,,아파트
3766,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,전세,59.83,202510,9,48000,0,16,2019,덕영대로 1410,202510~202710,신규,-,,,아파트
3767,경기도 수원시 영통구 매탄동,810-4,810,4,성일,월세,49.68,202510,9,2000,80,9,1988,인계로 239,202511~202711,갱신,-,2000,56,아파트
3768,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,46.75,202510,8,4627,31,3,2011,광교중앙로 247,202511~202710,갱신,-,4420,30,아파트
3769,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202510,4,21000,0,6,1997,영통로290번길 26,202511~202711,갱신,사용,20000,0,아파트
3770,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을신명,전세,59.95,202510,4,31000,0,3,1997,봉영로1770번길 21,202511~202711,신규,-,,,아파트
3771,경기도 수원시 영통구 영통동,1048-2,1048,2,청명마을(주공),전세,49.76,202510,4,22050,0,7,1997,청명북로 81,202510~202710,갱신,사용,21000,0,아파트
3772,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을신명,전세,59.99,202510,4,24150,0,19,1997,봉영로1770번길 21,202511~202711,갱신,사용,23000,0,아파트
3773,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,월세,49.94,202510,4,10000,25,2,1993,동탄원천로1109번길 42,202511~202711,신규,-,,,아파트
3774,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202510,4,18000,0,6,1992,동탄원천로1109번길 42,202511~202711,신규,-,,,아파트
3775,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,전세,59.9831,202510,4,45600,0,19,2014,광교호수공원로 45,202510~202710,신규,-,,,아파트
3776,경기도 수원시 영통구 하동,1032,1032,0,광교모아엘가레이크파크,월세,59.89,202510,4,13000,120,20,2014,광교호수로152번길 80,202512~202712,신규,-,,,아파트
3777,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,전세,59.99,202510,3,32000,0,8,1999,영통로514번길 53,202511~202711,신규,-,,,아파트
3778,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202510,3,18000,0,2,1992,동탄원천로1109번길 42,202512~202712,신규,-,,,아파트
3779,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202510,3,20000,0,1,1989,동수원로 432,202511~202711,신규,-,,,아파트
3780,경기도 수원시 영통구 매탄동,810,810,0,삼성2,월세,54.66,202510,3,13000,30,12,1989,매영로 10,202511~202711,갱신,-,13000,25,아파트
3781,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,49.95,202510,3,23000,0,6,1999,매영로 132,202511~202711,신규,-,,,아파트
3782,경기도 수원시 영통구 매탄동,1199,1199,0,원천성일,전세,49.94,202510,3,18000,0,1,1992,동탄원천로1109번길 42,202512~202712,신규,-,,,아파트
3783,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202510,3,20000,0,1,1989,동수원로 432,202511~202711,신규,-,,,아파트
3784,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202510,3,25000,0,12,1987,중부대로271번길 27-9,202512~202712,신규,-,,,아파트
3785,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202510,3,3000,120,3,1999,봉영로1517번길 27,-,-,-,,,아파트
3786,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,38.16,202510,3,25000,0,7,2002,덕영대로1555번길 20,202510~202710,신규,-,,,아파트
3787,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,59.39,202510,3,3000,120,3,1999,봉영로1517번길 27,202601~202801,신규,-,,,아파트
3788,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202510,3,25200,0,14,1997,매영로310번길 12,202510~202710,갱신,사용,24000,0,아파트
3789,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),전세,59.8,202510,3,30000,0,16,1998,봉영로1744번길 16,202511~202711,신규,-,,,아파트
3790,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202510,2,30000,0,17,1997,영통로290번길 26,202510~202710,신규,-,,,아파트
3791,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202510,2,43000,0,13,2008,효원로 363,202601~202801,신규,-,,,아파트
3792,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,전세,49.8,202510,2,28000,0,13,2002,동탄원천로881번길 35,202511~202711,신규,-,,,아파트
3793,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202510,2,43000,0,13,2008,효원로 363,202512~202712,신규,-,,,아파트
3794,경기도 수원시 영통구 망포동,800,800,0,영통자이,월세,59.9826,202510,2,3000,140,18,2022,영통로89번길 83,202511~202711,신규,-,,,아파트
3795,경기도 수원시 영통구 영통동,963-2,963,2,신나무실쌍용,월세,59.965,202510,2,2000,100,6,1997,매영로310번길 12,202510~202710,신규,-,,,아파트
3796,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202510,2,28000,0,2,1997,영통로290번길 26,202512~202712,신규,-,,,아파트
3797,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,49.76,202510,2,3000,85,6,1997,영통로 498,202511~202711,신규,-,,,아파트
3798,경기도 수원시 영통구 영통동,948-4,948,4,영통센트럴파크뷰,전세,59.99,202510,2,26250,0,13,1999,영통로514번길 53,202511~202711,-,-,,,아파트
3799,경기도 수원시 영통구 매탄동,1282,1282,0,주공그린빌5,전세,59.92,202510,2,25000,0,7,2002,동탄원천로881번길 35,202510~202710,신규,-,,,아파트
3800,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202510,2,10211,18,3,2018,창룡대로 250,202512~202711,갱신,-,6555,15,아파트
3801,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202510,2,25000,0,18,1999,중부대로448번길 28,202601~202801,신규,-,,,아파트
3802,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202510,2,25000,0,18,1999,중부대로448번길 28,202601~202801,신규,-,,,아파트
3803,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202510,2,3318,14,4,2020,광교중앙로49번길 40,202510~202711,갱신,-,3318,14,아파트
3804,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,36.87,202510,2,4917,9,19,2011,광교중앙로 247,202511~202710,갱신,-,4791,8,아파트
3805,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.218,202510,2,5087,42,9,2012,법조로150번길 19,202512~202606,갱신,-,16956,15,아파트
3806,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,월세,59.934,202510,2,20348,11,11,2012,법조로150번길 19,202511~202711,갱신,-,16956,15,아파트
3807,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,26.95,202510,2,3201,8,15,2011,광교중앙로 247,202511~202710,갱신,-,1911,13,아파트
3808,경기도 수원시 영통구 매탄동,810-2,810,2,동남,전세,49.68,202510,2,17000,0,15,1989,동수원로 432,202511~202711,신규,-,,,아파트
3809,경기도 수원시 영통구 원천동,35,35,0,주공,월세,41.3,202510,1,1000,70,7,1987,중부대로271번길 27-9,202510~202710,신규,-,,,아파트
3810,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,49.71,202510,1,29000,0,11,2002,덕영대로1555번길 20,202512~202712,신규,-,,,아파트
3811,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,전세,59.5477,202510,1,44000,0,1,2015,대학3로 55,202510~202710,신규,-,,,아파트
3812,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,전세,59.6129,202510,1,45000,0,4,2015,대학3로 55,202510~202710,신규,-,,,아파트
3813,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202510,1,9555,15,12,2018,창룡대로 250,202511~202710,갱신,-,6555,15,아파트
3814,경기도 수원시 영통구 매탄동,810,810,0,삼성2,월세,54.66,202510,1,2000,80,4,1989,매영로 10,202510~202710,신규,-,,,아파트
3815,경기도 수원시 영통구 매탄동,1217-7,1217,7,삼성3,월세,59.76,202510,1,3000,50,3,1993,동탄원천로 1035,202510~202710,신규,-,,,아파트
3816,경기도 수원시 영통구 매탄동,810-4,810,4,성일,전세,39.99,202510,1,14700,0,5,1989,인계로 239,202510~202710,갱신,사용,14000,0,아파트
3817,경기도 수원시 영통구 원천동,35,35,0,주공,월세,49.94,202510,1,1000,80,3,1987,중부대로271번길 27-9,202511~202711,신규,-,,,아파트
3818,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,월세,59.95,202510,1,4500,90,2,1998,봉영로1770번길 21,202511~202609,신규,-,,,아파트
3819,경기도 수원시 영통구 망포동,800,800,0,영통자이,월세,59.9826,202510,1,2100,147,18,2022,영통로89번길 83,202510~202710,신규,-,,,아파트
3820,경기도 수원시 영통구 망포동,291,291,0,청와,월세,39.87,202510,1,1000,55,3,1988,영통로173번길 23-26,202510~202710,신규,-,,,아파트
3821,경기도 수원시 영통구 영통동,973-3,973,3,벽적골한신,전세,59.84,202510,1,27720,0,11,1997,영통로 232,202601~202801,갱신,-,26400,0,아파트
3822,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,전세,59.99,202510,1,23100,0,14,1997,영통로 498,202510~202710,갱신,-,23100,0,아파트
3823,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.95,202510,1,22000,0,15,1998,봉영로1770번길 21,202510~202710,갱신,사용,22000,0,아파트
3824,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202510,1,26000,0,18,1997,영통로290번길 26,202511~202711,신규,-,,,아파트
3825,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.95,202510,1,22000,0,15,1998,봉영로1770번길 21,-,-,-,,,아파트
3826,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,전세,59.99,202510,1,26250,0,14,1999,매영로 132,202511~202611,갱신,사용,25000,0,아파트
3827,경기도 수원시 영통구 하동,1032,1032,0,광교모아엘가레이크파크,월세,59.92,202510,1,33000,35,10,2014,광교호수로152번길 80,202602~202802,신규,-,,,아파트
3828,경기도 수원시 영통구 하동,992,992,0,호수마을광교상록아파트,전세,59.934,202510,1,24224,0,16,2012,법조로150번길 19,202512~202712,갱신,-,23071,0,아파트
3829,경기도 수원시 영통구 영통동,955-1,955,1,황골마을주공1,월세,49.76,202510,1,3000,90,12,1997,영통로 498,202511~202711,신규,-,,,아파트
3830,경기도 수원시 영통구 영통동,1154,1154,0,영통라온프라이빗,전세,59.8334,202510,1,45000,0,16,2017,영통로200번길 111,202511~202711,신규,-,,,아파트
3831,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신안,전세,59.965,202510,1,29000,0,13,1997,매영로310번길 12,202512~202712,신규,-,,,아파트
3832,경기도 수원시 영통구 망포동,291,291,0,청와,월세,39.87,202510,1,1000,55,3,1988,영통로173번길 23-26,-,-,-,,,아파트
3833,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.5,202509,30,5250,22,4,2020,광교중앙로49번길 40,202510~202709,신규,-,,,아파트
3834,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202509,30,40000,0,5,2008,효원로 363,202509~202709,갱신,사용,45000,0,아파트
3835,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202509,30,22000,0,15,1988,인계로 219,202511~202711,신규,-,,,아파트
3836,경기도 수원시 영통구 원천동,606,606,0,광교호반베르디움,월세,59.9831,202509,30,20000,120,31,2014,광교호수공원로 45,202509~202512,갱신,사용,20000,120,아파트
3837,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.5,202509,30,7174,11,3,2020,광교중앙로49번길 40,202510~202709,갱신,-,5274,22,아파트
3838,경기도 수원시 영통구 원천동,Jan-96,96,1,삼부리치안,월세,22.7225,202509,30,1000,62,7,2019,중부대로 335,202509~202609,신규,-,,,아파트
3839,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202509,30,3318,14,2,2020,광교중앙로49번길 40,202601~202712,신규,-,,,아파트
3840,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.5,202509,30,5274,22,3,2020,광교중앙로49번길 40,202510~202709,신규,-,,,아파트
3841,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202509,30,5250,22,11,2020,광교중앙로49번길 40,202601~202712,신규,-,,,아파트
3842,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.52,202509,30,4958,20,5,2020,광교중앙로49번길 40,202601~202712,신규,-,,,아파트
3843,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202509,30,2650,29,12,2020,광교중앙로49번길 40,202512~202712,갱신,-,5250,22,아파트
3844,경기도 수원시 영통구 원천동,35,35,0,주공,전세,32.39,202509,30,17000,0,8,1987,중부대로271번길 27-9,202512~202712,신규,-,,,아파트
3845,경기도 수원시 영통구 원천동,35,35,0,주공,월세,32.39,202509,30,1000,60,2,1987,중부대로271번길 27-9,202511~202711,신규,-,,,아파트
3846,경기도 수원시 영통구 망포동,723,723,0,한양수자인,월세,59.9617,202509,30,5000,120,12,2013,영통로154번길 56,202512~202712,갱신,-,5000,110,아파트
3847,경기도 수원시 영통구 망포동,766,766,0,영통아이파크캐슬1단지,월세,59.98,202509,30,5000,160,10,2019,덕영대로 1410,202510~202710,신규,-,,,아파트
3848,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.95,202509,30,24000,0,6,1998,봉영로1770번길 21,202510~202610,갱신,-,23000,0,아파트
3849,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,전세,59.84,202509,30,32500,0,12,1997,영통로 232,202510~202710,갱신,사용,31500,0,아파트
3850,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202509,30,26250,0,5,1997,매영로310번길 12,202510~202710,갱신,사용,25000,0,아파트
3851,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202509,30,25200,0,2,1997,매영로310번길 12,202510~202710,갱신,사용,24000,0,아파트
3852,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,월세,49.71,202509,30,3000,75,7,2002,덕영대로1555번길 20,202512~202607,신규,-,,,아파트
3853,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,30,9555,15,9,2018,창룡대로 250,202512~202711,갱신,-,6555,15,아파트
3854,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,30,7589,37,11,2018,창룡대로 250,202601~202712,신규,-,,,아파트
3855,경기도 수원시 영통구 매탄동,1352,1352,0,매탄위브하늘채,전세,59.9845,202509,30,36750,0,13,2008,효원로 363,202510~202710,갱신,사용,35000,0,아파트
3856,경기도 수원시 영통구 매탄동,810-3,810,3,삼성1,전세,55.16,202509,30,22000,0,15,1988,인계로 219,202511~202711,신규,-,,,아파트
3857,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,월세,59.965,202509,29,2500,100,7,1997,매영로310번길 12,202510~202710,신규,-,,,아파트
3858,경기도 수원시 영통구 영통동,1054-3,1054,3,황골마을한국,전세,59.95,202509,29,28000,0,7,1998,봉영로1770번길 21,202510~202710,신규,-,,,아파트
3859,경기도 수원시 영통구 영통동,973-3,973,3,벽적골우성,전세,59.84,202509,29,28000,0,3,1998,영통로 232,202512~202712,신규,-,,,아파트
3860,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,전세,59.39,202509,29,28000,0,5,1999,봉영로1517번길 27,202512~202712,갱신,사용,27000,0,아파트
3861,경기도 수원시 영통구 영통동,963-2,963,2,신나무실신성,전세,59.965,202509,29,29000,0,12,1997,매영로310번길 12,202601~202801,신규,-,,,아파트
3862,경기도 수원시 영통구 하동,956,956,0,휴먼시아32단지아파트,월세,51.94,202509,29,10091,17,12,2011,광교중앙로 247,202512~202711,갱신,-,9822,15,아파트
3863,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,월세,59.94,202509,29,2000,85,1,1997,영통로290번길 26,202511~202711,신규,-,,,아파트
3864,경기도 수원시 영통구 영통동,970-3,970,3,벽적골9단지주공,월세,49.63,202509,29,3000,100,7,1999,봉영로1517번길 27,202511~202711,신규,-,,,아파트
3865,경기도 수원시 영통구 영통동,1154,1154,0,영통라온프라이빗,월세,59.9845,202509,29,10000,120,28,2017,영통로200번길 111,202512~202712,신규,-,,,아파트
3866,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,29,10227,19,4,2018,창룡대로 250,202510~202711,갱신,-,10227,19,아파트
3867,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,29,10789,19,7,2018,창룡대로 250,202601~202712,갱신,-,7589,37,아파트
3868,경기도 수원시 영통구 망포동,291,291,0,청와,전세,47.52,202509,29,15000,0,4,1988,영통로173번길 23-26,202511~202711,신규,-,,,아파트
3869,경기도 수원시 영통구 영통동,971-1,971,1,벽적골롯데,전세,59.96,202509,29,30000,0,3,2002,덕영대로1555번길 20,202510~202710,갱신,-,25000,0,아파트
3870,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,29,7589,37,6,2018,창룡대로 250,202601~202712,신규,-,,,아파트
3871,경기도 수원시 영통구 매탄동,1217-7,1217,7,삼성3,월세,59.76,202509,29,3000,80,3,1993,동탄원천로 1035,202511~202711,신규,-,,,아파트
3872,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,월세,59.99,202509,29,6000,90,12,1999,중부대로448번길 28,202510~202710,신규,-,,,아파트
3873,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,16.9,202509,29,1718,19,11,2020,광교중앙로49번길 40,202512~202711,갱신,-,3318,14,아파트
3874,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202509,29,5250,22,9,2020,광교중앙로49번길 40,202601~202712,신규,-,,,아파트
3875,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202509,29,28000,0,4,1999,중부대로448번길 28,202511~202711,신규,-,,,아파트
3876,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202509,29,28000,0,10,1999,중부대로448번길 28,202512~202712,신규,-,,,아파트
3877,경기도 수원시 영통구 망포동,727,727,0,e편한세상영통2차(2단지),월세,59.9158,202509,29,10000,100,2,2016,봉영로 1432-36,202602~202802,신규,-,,,아파트
3878,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,29,10227,19,12,2018,창룡대로 250,202510~202711,갱신,-,7227,36,아파트
3879,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,36.7,202509,29,7227,36,2,2018,창룡대로 250,202601~202712,신규,-,,,아파트
3880,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,38,202509,29,7629,37,12,2018,창룡대로 250,202601~202712,신규,-,,,아파트
3881,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),전세,59.8,202509,29,28350,0,5,1998,봉영로1744번길 16,202511~202711,갱신,사용,27000,0,아파트
3882,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,49.59,202509,29,20000,0,10,1997,영통로290번길 26,202511~202711,신규,-,,,아파트
3883,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,49.59,202509,29,23100,0,3,1997,영통로290번길 25,202511~202711,갱신,사용,22000,0,아파트
3884,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202509,28,27000,0,17,1999,중부대로448번길 28,202511~202711,신규,-,,,아파트
3885,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202509,27,30000,0,10,1997,영통로290번길 26,202510~202710,갱신,-,23000,0,아파트
3886,경기도 수원시 영통구 이의동,1252,1252,0,광교역참누리포레스트,월세,59.5477,202509,27,5000,165,5,2015,대학3로 55,202510~202710,신규,-,,,아파트
3887,경기도 수원시 영통구 이의동,1253,1253,0,광교시티아이,월세,43.85,202509,27,13000,82,2,2015,대학3로 28,-,-,-,,,아파트
3888,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202509,27,21000,0,5,1987,중부대로271번길 27-9,202512~202712,신규,-,,,아파트
3889,경기도 수원시 영통구 원천동,Jan-96,96,1,삼부리치안,월세,22.7225,202509,27,1000,70,5,2019,중부대로 335,202511~202611,신규,-,,,아파트
3890,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202509,27,22000,0,9,1987,중부대로271번길 27-9,202510~202710,신규,-,,,아파트
3891,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.25,202509,27,5250,22,12,2020,광교중앙로49번길 40,202512~202712,신규,-,,,아파트
3892,경기도 수원시 영통구 원천동,35,35,0,주공,전세,41.3,202509,27,22000,0,9,1987,중부대로271번길 27-9,202510~202710,신규,-,,,아파트
3893,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202509,27,28000,0,14,1997,매영로310번길 12,202511~202711,신규,-,,,아파트
3894,경기도 수원시 영통구 영통동,963-2,963,2,신나무실진흥,전세,59.965,202509,27,28000,0,14,1997,매영로310번길 12,-,-,-,,,아파트
3895,경기도 수원시 영통구 영통동,964-5,964,5,신나무실휴먼시아5단지,전세,59.99,202509,27,25000,0,15,1997,영통로290번길 25,202510~202710,갱신,사용,24000,0,아파트
3896,경기도 수원시 영통구 매탄동,176,176,0,현대힐스테이트,전세,59.648,202509,27,38000,0,8,2006,권광로260번길 36,202512~202712,신규,-,,,아파트
3897,경기도 수원시 영통구 매탄동,1230,1230,0,매탄레이크파크,월세,49.95,202509,27,6000,55,13,1999,매영로 132,202511~202711,신규,-,,,아파트
3898,경기도 수원시 영통구 원천동,559,559,0,광교원천경기행복주택,월세,26.52,202509,26,5250,22,5,2020,광교중앙로49번길 40,202601~202712,신규,-,,,아파트
3899,경기도 수원시 영통구 원천동,548,548,0,원천레이크파크,전세,59.99,202509,26,27000,0,3,1999,중부대로448번길 28,202511~202711,신규,-,,,아파트
3900,경기도 수원시 영통구 원천동,35,35,0,주공,전세,49.94,202509,26,17850,0,8,1987,중부대로271번길 27-9,202509~202709,갱신,사용,17000,0,아파트
3901,경기도 수원시 영통구 영통동,972-2,972,2,벽적골주공휴먼시아8단지,전세,59.99,202509,26,30000,0,16,1997,영통로290번길 26,202510~202710,신규,-,,,아파트
3902,경기도 수원시 영통구 영통동,973-3,973,3,벽적골두산,전세,59.84,202509,26,25200,0,2,1997,영통로 232,202509~202709,갱신,사용,24000,0,아파트
3903,경기도 수원시 영통구 이의동,1284,1284,0,수원광교행복주택,월세,44.89,202509,26,10306,48,4,2018,창룡대로 250,202601~202712,신규,-,,,아파트
3904,경기도 수원시 영통구 영통동,1052-2,1052,2,황골마을(쌍용),전세,59.8,202509,26,28700,0,18,1998,봉영로1744번길 16,202512~202712,신규,-,,,아파트
